run_timestamp_utc,y_slope,y_intercept,y_max_residual_microrad,y_max_residual_pixels,y_std_residual_microrad,y_labels_used,y_slope_fallback_used,y_slope_history_median,x_start_utc,x_end_utc,x_span_hours,title_psm_used,plot_bbox,column_coverage,rows_raw,rows_after_outlier_filter,rows_dropped_outlier,rows_dropped_rate,columns_dropped_width,rows_appended,frame_offset_microrad,frame_overlap_buckets
2026-04-22T05:32:44.674108+00:00,-0.05342089834236967,6.988703441912344,0.016001616615808345,0.2995385160551858,0.012836521048008007,3,False,,2026-04-15T05:15:35.000000,2026-04-22T05:15:35.000000,168.0,psm7,75|20|826|245,0.9906790945406125,743,743,0,0,1,666,0.7266632150455914,561
