run_timestamp_utc,y_slope,y_intercept,y_max_residual_microrad,y_max_residual_pixels,y_std_residual_microrad,y_labels_used,y_slope_fallback_used,y_slope_history_median,x_start_utc,x_end_utc,x_span_hours,title_psm_used,plot_bbox,column_coverage,rows_raw,rows_after_outlier_filter,rows_dropped_outlier,rows_dropped_rate,columns_dropped_width,rows_appended,frame_offset_microrad,frame_overlap_buckets
2026-04-22T03:30:49.555554+00:00,-0.22355105007213597,24.275397675491103,0.07208701445430066,0.32246332294587504,0.04596156709312284,4,False,,2026-01-22T03:25:25.000000,2026-04-22T03:25:25.000000,2160.0,psm7,75|20|826|245,0.952063914780293,701,701,0,0,14,701,1.790277912034302,581
2026-04-22T05:32:42.594604+00:00,-0.22355105007213597,23.845462044082293,0.07358248259011901,0.3657145508307317,0.03979138889416268,7,True,-0.22355105007213597,2026-01-22T05:25:42.000000,2026-04-22T05:25:42.000000,2160.0,psm7,75|20|826|245,0.96271637816245,707,707,0,0,16,707,-1.0971299311629616,691
