run_timestamp_utc,y_slope,y_intercept,y_max_residual_microrad,y_max_residual_pixels,y_std_residual_microrad,y_labels_used,y_slope_fallback_used,y_slope_history_median,x_start_utc,x_end_utc,x_span_hours,title_psm_used,plot_bbox,column_coverage,rows_raw,rows_after_outlier_filter,rows_dropped_outlier,rows_dropped_rate,columns_dropped_width,rows_appended,frame_offset_microrad,frame_overlap_buckets
2026-04-22T21:18:10.037100+00:00,-0.11176582320134876,12.14417433670888,0.04400338690252248,0.3937105784408651,0.026680262784129587,6,False,,2026-03-23T21:03:32.000000,2026-04-22T21:03:32.000000,720.0,psm7,75|20|826|245,0.9414114513981359,698,698,0,0,9,698,0.0,0
