run_timestamp_utc,y_slope,y_intercept,y_max_residual_microrad,y_max_residual_pixels,y_std_residual_microrad,y_labels_used,y_slope_fallback_used,y_slope_history_median,x_start_utc,x_end_utc,x_span_hours,title_psm_used,plot_bbox,column_coverage,rows_raw,rows_after_outlier_filter,rows_dropped_outlier,rows_dropped_rate,columns_dropped_width,rows_appended,frame_offset_microrad,frame_overlap_buckets
2026-04-22T21:58:47.433638+00:00,-0.017857142857142856,2.3392857142857144,4.440892098500626e-16,2.4868995751603507e-14,3.1648865454990776e-16,7,False,-0.01604334726391656,2026-04-20T21:52:38.000000,2026-04-22T21:51:38.000000,47.9833,psm7,75|20|826|245,0.9773635153129161,728,728,0,0,6,191,0.0,0
